"category","sub-category","sub-sub-category","serial number","Price ($)","diameter (in.)","max cfm","fan type","drive type","description","url"
"Circulating","Work Station","na","TPI-U24-TE",239,24,6300,"Axial","Direct","3 Speed Workstation Circulator Fan: 24 in Blade-Multi Mount (6,300 / 5,200 / 3,600 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Work Station","na","LFI-LF18HVW",189,18,5700,"Axial","Direct","High Velocity Wall or Ceiling Fan: 18"" Blade - 3 Speed (3200 / 4100 / 5700 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WS.html"
"Circulating","Agri Barn","na","LFI-CP36",69,36,7100,"Axial","Direct","Commercial Ceiling Circulating Fan 36 in (Up or Downdraft 7,100 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-A.html"
"Circulating","Agri Barn","na","LFI-CP48HPWP",129,48,21000,"Axial","Direct","Industrial Ceiling Circulating Fan 48 in (Up or Downdraft 21,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-A.html"
"Circulating","Agri Barn","na","LFI-CP48",79,48,13000,"Axial","Direct","Commercial Ceiling Circulating Fan 48 in (Up or Downdraft 13,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-A.html"
"Circulating","Agri Barn","na","LFI-CP56FR",79,56,20500,"Axial","Direct","Commercial Grade Ceiling Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-A.html"
"Circulating","Agri Barn","na","LFI-CP56S",99,56,20500,"Axial","Direct","Commercial Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM) w/ 36"" downrod","http://www.industrialfansdirect.com/IND-FA-PF-A.html"
"Circulating","Agri Barn","na","LFI-CP56BR",79,56,20500,"Axial","Direct","Commercial (brown) Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-A.html"
"Circulating","Washdown Duty","na","TPI-IHP-24-H-WD",709,24,8200,"Axial","Direct","Washdown Duty Circulating Fan w/ Epoxy Coated Guard & Motor 24 in Blade 1/3 HP (8,200 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WA.html"
"Circulating","Washdown Duty","na","TPI-IHP-30-H-WD",729,30,9350,"Axial","Direct","Washdown Duty Circulating Fan w/ Epoxy Coated Guard & Motor 30 in Blade   1/3 HP (9,350 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-WA.html"
"Circulating","Explosion Proof","na","TPI-ACH24-EX1",839,24,8000,"Axial","Direct","Specialty Circulator Fan Head, 24 in Blade, 120 or 240V, 1 Phase  ( 8,000 CFM ) - Hazardous Location","http://www.industrialfansdirect.com/IND-FA-PF-CEP.html"
"Circulating","Explosion Proof","na","TPI-ACH24-EX3",899,24,8000,"Axial","Direct","Specialty Circulator Fan Head, 24 in Blade, 240 or 460V,  3 Phase ( 8,000 CFM ) - Hazardous Location","http://www.industrialfansdirect.com/IND-FA-PF-CEP.html"
"Circulating","Explosion Proof","na","TPI-ACH30-EX1",909,30,9200,"Axial","Direct","Specialty Circulator Fan Head, 30 in Blade, 120 or 240V,  1 Phase (9,200 CFM) - Hazardous Location","http://www.industrialfansdirect.com/IND-FA-PF-CEP.html"
"Circulating","Explosion Proof","na","TPI-ACH30-EX3",989,30,9200,"Axial","Direct","Specialty Circulator Fan Head, 30 in Blade, 240 or 460V, 3 Phase (9,200 CFM) - Hazardous Location","http://www.industrialfansdirect.com/IND-FA-PF-CEP.html"
"Circulating","INDOOR / OUTDOOR","na","LFI-CP48",79,48,13000,"Axial","Direct","Commercial Ceiling Circulating Fan 48 in (Up or Downdraft 13,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Circulating","INDOOR / OUTDOOR","na","LFI-CP48HPWP",129,48,21000,"Axial","Direct","Industrial Ceiling Circulating Fan 48 in (Up or Downdraft 21,000 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Circulating","INDOOR / OUTDOOR","na","LFI-CP56FR",79,56,20500,"Axial","Direct","Commercial Grade Ceiling Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Circulating","INDOOR / OUTDOOR","na","LFI-CP56BR",79,56,20500,"Axial","Direct","Commercial (brown) Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Circulating","INDOOR / OUTDOOR","na","LFI-CP56S",99,56,20500,"Axial","Direct","Commercial Ceiling Circulating Fan 56 in (Up or Downdraft 20,500 CFM) w/ 36"" downrod","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Circulating","INDOOR / OUTDOOR","na","SP-UL507-18",219,18,6357,"Axial","Direct","Outdoor High Velocity Wallmount Fan 18 in (4,068 / 5,086 / 6,357 CFM) 3 speed. 115V","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Circulating","INDOOR / OUTDOOR","na","SP-UL507-30",499,30,8334,"Axial","Direct","Outdoor High Velocity Pedestal Fan 30 in (6,668 / 8,334 / 10,418 CFM) 3 speed. 115V","http://www.industrialfansdirect.com/IND-FA-PF-IO.html"
"Contractor","na","na","LFI-HVF14F",89,14,2000,"Axial","Direct","Commercial 3 Speed Circulator Fan: 14 in  Floor & Wall Mount (2,000 / 1,600 / 1,100 CFM)","http://www.industrialfansdirect.com/IND-FA-CF.html"
"Contractor","na","na","TE-CF2421",359,24,3200,"Axial","Direct","Contractor Cooler Fan w/ Tilt Head (2 speed) 24 in  Blade (3,800 / 3,200 CFM)","http://www.industrialfansdirect.com/IND-FA-CF.html"
"Contractor","na","na","SCF-24FC",479,24,5100,"Axial","Direct","Industrial 2 Speed Circulator Fan: 24 in  with cart (5,100 / 3,920 CFM)","http://www.industrialfansdirect.com/IND-FA-CF.html"
"Contractor","na","na","SCF-30FC",639,30,9350,"Axial","Direct","Industrial 2 Speed Circulator Fan: 30 in  with cart (9,350 / 8,125 CFM)","http://www.industrialfansdirect.com/IND-FA-CF.html"
"Duct Inline","Tube Axial","na","LFI-DDA12T30033BM",999,12,2860,"Axial","Direct","Tube Axial  Duct Fan 12 in Blade, 3 phase (from 1,450 to 2,860 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA12T30033M",1289,12,3020,"Axial","Belt","Tube Axial  Duct Fan 12 in Blade, 3 phase (from 2,100 to 3,020 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA12T10033B",1039,12,2860,"Axial","Direct","Tube Axial  Duct Fan 12 in Blade, 1 phase (from 1,450 to 2,860 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA12T10033",1329,12,3020,"Axial","Belt","Tube Axial Duct Fan 12 in Blade, 1 phase (from 2,100 to 3,020 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA15T30033BM",1019,15,2630,"Axial","Direct","Tube Axial  Duct Fan 15 in Blade, 3 phase (2,630 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA15T30033M",1339,15,4580,"Axial","Belt","Tube Axial  Duct Fan 15 in Blade, 3 phase (from 2,780 to 4,580 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA15T10033B",1049,15,2630,"Axial","Direct","Tube Axial  Duct Fan 15 in Blade, 1 phase (2,630 CFM)  - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA15T10033",1369,15,4580,"Axial","Belt","Tube Axial  Duct Fan 15 in Blade, 1 phase (from 2,780 to 4,580 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA18T30075BM",1099,18,1590,"Axial","Direct","Tube Axial  Duct Fan 18 in Blade, 3 phase (2,990 or 4590 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA18T30075M",1459,18,6590,"Axial","Belt","Tube Axial  Duct Fan 18 in Blade, 3 phase (from 4,680  to 6,590 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA18T10075B",1209,18,1590,"Axial","Direct","Tube Axial  Duct Fan 18 in Blade, 1 phase (2,990 or 4590 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA18T10050",1499,18,6590,"Axial","Belt","Tube Axial  Duct Fan 18 in Blade, 1 phase (from 4,110 to 6,590 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA24T30050CM",1609,24,11500,"Axial","Direct","Tube Axial  Duct Fan 24 in Blade, 3 phase (4,990 or 11,500 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA24T30075M",1769,24,10800,"Axial","Belt","Tube Axial  Duct Fan 24 in Blade, 3 phase (from 6,750 to 10,800 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA24T10150B",1739,24,11500,"Axial","Direct","Tube Axial  Duct Fan 24 in Blade, 1 phase (4,990 or 11,500 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA24T10075",1879,24,10800,"Axial","Belt","Tube Axial  Duct Fan 24 in Blade, 1 phase (from 6,750 to 10,800 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA30T30100CM",1759,30,8680,"Axial","Direct","Tube Axial  Duct Fan 30 in Blade, 3 phase (8,680 - 22,600 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA30T30100M",2199,30,18410,"Axial","Belt","Tube Axial  Duct Fan 30 in Blade, 3 phase (from 10,800  to 18,410 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA30T10300B",2179,30,8680,"Axial","Direct","Tube Axial  Duct Fan 30 in Blade, 1 phase (8,680 - 22,600 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA30T10100",2329,30,18410,"Axial","Belt","Tube Axial  Duct Fan 30 in Blade, 1 phase (from 10,800 to 18,410 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-DDA34T30500BM",2229,34,31300,"Axial","Direct","Tube Axial  Duct Fan 34 in Blade, 3 phase (15,300 - 31,300 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-T.html"
"Duct Inline","Tube Axial","na","LFI-BTA34T30150M",2729,34,25700,"Axial","Belt","Tube Axial Duct Fan 34 in Blade, 3 phase (from 15,100 to 25,700 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-DDA34T10500B",2679,34,23500,"Axial","Direct","Tube Axial  Duct Fan 34 in Blade, 1 phase (18,700 or 23,500 CFM) - Direct Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA34T10150",2869,34,25700,"Axial","Belt","Tube Axial  Duct Fan 34 in Blade, 1 phase (from 15,100 to 25,700 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA36T30200M",2899,36,27930,"Axial","Belt","Tube Axial Duct Fan 36 in Blade, 3 phase (from 17,820 to 27,930 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-DDA36T10500B",2729,36,21500,"Axial","Direct","Tube Axial  Duct Fan 36 in Blade, 1 phase (16,200 or 21,500 CFM) - Direct Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-DDA36T30500BM",2279,36,34320,"Axial","Direct","Tube Axial Duct Fan 36 in Blade, 3 phase (16,200 - 34,320 CFM) - Direct Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA36T10200",3059,36,27930,"Axial","Belt","Tube Axial  Duct Fan 36 in Blade, 1 phase (from 17,820 to 27,930 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-DDA42T30500CM",3389,42,43300,"Axial","Direct","Tube Axial  Duct Fan 42 in Blade, 3 phase (19,200 - 43,300 CFM) - Direct Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA42T30200M",2969,42,35910,"Axial","Belt","Tube Axial  Duct Fan 42 in Blade, 3 phase (from 20,690 to 35,910 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA42T10200",3129,42,35910,"Axial","Belt","Tube Axial  Duct Fan 42 in Blade, 1 phase (from 20,690 to 35,910 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA48T30300M",4469,48,43870,"Axial","Belt","Tube Axial  Duct Fan 48 in Blade, 3 phase (from 25,790 to 43,870 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA48T10300",4799,48,38300,"Axial","Belt","Tube Axial  Duct Fan 48 in Blade, 1 phase (from 25,790 to 38,300 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA54T30500M",6969,54,57010,"Axial","Belt","Tube Axial  Duct Fan 54 in Blade, 3 phase (from 39,490 to 57,010 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA54T10500",7439,54,50330,"Axial","Belt","Tube Axial  Duct Fan 54 in Blade, 1 phase (from 39,490  to 50,330 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA60T30750M",7799,60,75110,"Axial","Belt","Tube Axial  Duct Fan 60 in Blade, 3 phase (from 54,300 to 75,110 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Tube Axial","na","LFI-BTA60T10750",8589,60,59420,"Axial","Belt","Tube Axial  Duct Fan 60 in Blade, 1 phase (from 54,300  to 59,420 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-T"
"Duct Inline","Square Inline","na","SP-SQD601AS",359,6,406,"Centrifugal","Direct","Model SQD60 Square Inline Centrifugal Duct Fan 100 WATT (162 - 406 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB07ML1S",839,7,249,"Centrifugal","Belt","Model SQB07 Square Inline Centrifugal Duct Fan 1/4 HP ( 249 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB07MH1S",839,7,328,"Centrifugal","Belt","Model SQB07 Square Inline Centrifugal Duct Fan 1/4 HP (328 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB07PH1S",839,7,362,"Centrifugal","Belt","Model SQB07 Square Inline Centrifugal Duct Fan 1/3 HP ( 362 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQD81251AS",409,8,407,"Centrifugal","Direct","Model SQD8125 Square Inline Centrifugal Duct Fan 1/25 HP (336 - 407 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQD8251AS",519,8,763,"Centrifugal","Direct","Model SQD825 Square Inline Centrifugal Duct Fan 1/4 HP (398 - 763 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB08ML1S",829,8,756,"Centrifugal","Belt","Model SQB08 Square Inline Centrifugal Duct Fan 1/4 HP (756 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB08MH1S",829,8,880,"Centrifugal","Belt","Model SQB08 Square Inline Centrifugal Duct Fan 1/4 HP ( 880 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB08PH1S",829,8,1001,"Centrifugal","Belt","Model SQB08 Square Inline Centrifugal Duct Fan 1/3 HP ( 1,001 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB08QH1S",859,8,1160,"Centrifugal","Belt","Model SQB08 Square Inline Centrifugal Duct Fan 1/2 HP (1,160 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQD10251AS",529,8,964,"Centrifugal","Direct","Model SQD1025 Square Inline  Centrifugal Duct Fan 1/4 HP (692 - 964 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQD10501AS",569,10,845,"Centrifugal","Direct","Model SQD1050 Square Inline Centrifugal Duct Fan 1/2 HP (845 - 1505 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB10MH1S",859,10,1219,"Centrifugal","Belt","Model SQB10 Square Inline Centrifugal Duct Fan 1/4 HP (1,219 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB10PH1S",859,10,1356,"Centrifugal","Belt","Model SQB10 Square Inline Centrifugal Duct Fan 1/3 HP (1,356 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB10QH1S",889,10,1581,"Centrifugal","Belt","Model SQB10 Square Inline Centrifugal Duct Fan 1/2 HP (1,581 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB10RH3S",909,10,1827,"Centrifugal","Belt","Model SQB10 Square Inline Centrifugal Duct Fan 3/4 HP (1,827 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQD12251AS",599,12,1410,"Centrifugal","Direct","Model SQD1225 Square Inline Centrifugal Duct Fan 1/4 HP (1051 - 1410 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQD12501AS",609,12,2159,"Centrifugal","Direct","Model SQD1250 Square Inline Centrifugal Duct Fan 1/2 HP (1,129 - 2,159 CFM) - Direct Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB12MH1S",959,12,1773,"Centrifugal","Belt","Model SQB12 Square Inline  Centrifugal Duct Fan 1/4 HP ( 1,773 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB12PH1S",959,12,1954,"Centrifugal","Belt","Model SQB12 Square Inline Centrifugal Duct Fan 1/3 HP (1,954 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB12QH1S",989,12,2296,"Centrifugal","Belt","Model SQB12 Square Inline Centrifugal Duct Fan 1/2 HP (2,296 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/IND-FA-T-S.html"
"Duct Inline","Square Inline","na","SP-SQB12RH3S",1009,12,2633,"Centrifugal","Belt","Model SQB12 Square Inline Centrifugal Duct Fan 3/4 HP ( 2,633 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-S"
"Duct Inline","Square Inline","na","SP-SQB12SH3S",1029,12,2926,"Centrifugal","Belt","Model SQB12 Square Inline Centrifugal Duct Fan 1 HP ( 2,926 CFM) 1 or 3 PH - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-T-S"
